,emotion
15444,joy
15445,joy
15446,joy
15447,joy
15448,joy
15449,joy
15450,joy
15451,joy
15452,neutral
15453,joy
15454,joy
15455,joy
15456,joy
15457,disgust
15458,joy
15459,joy
15460,fear
15461,sadness
15462,joy
15463,joy
15464,joy
15465,joy
15466,neutral
15467,joy
15468,joy
15469,joy
15470,joy
15471,sadness
15472,joy
15473,joy
15474,neutral
15475,joy
15476,joy
15477,joy
15478,joy
15479,joy
15480,joy
15481,joy
15482,neutral
15483,joy
15484,joy
15485,joy
15486,neutral
15487,joy
15488,joy
15489,joy
15490,joy
15491,joy
15492,joy
15493,neutral
15494,joy
15495,neutral
15496,sadness
15497,joy
15498,joy
15499,joy
15500,joy
15501,joy
15502,joy
15503,neutral
15504,joy
15505,joy
15506,joy
15507,joy
15508,joy
15509,sadness
15510,joy
15511,joy
15512,joy
15513,joy
15514,joy
15515,disgust
15516,joy
15517,neutral
15518,joy
15519,joy
15520,neutral
15521,joy
15522,anger
15523,joy
15524,joy
15525,neutral
15526,joy
15527,joy
15528,joy
15529,joy
15530,joy
15531,joy
15532,joy
15533,neutral
15534,joy
15535,joy
15536,joy
15537,joy
15538,joy
15539,joy
15540,joy
15541,disgust
15542,fear
15543,joy
15544,sadness
15545,joy
15546,joy
15547,joy
15548,joy
15549,joy
15550,joy
15551,neutral
15552,joy
15553,sadness
15554,joy
15555,disgust
15556,joy
15557,sadness
15558,joy
15559,joy
15560,joy
15561,joy
15562,sadness
15563,joy
15564,neutral
15565,neutral
15566,joy
15567,neutral
15568,joy
15569,neutral
15570,joy
15571,joy
15572,joy
15573,joy
15574,disgust
15575,joy
15576,joy
15577,joy
15578,joy
15579,joy
15580,joy
15581,joy
15582,joy
15583,neutral
15584,joy
15585,joy
15586,anger
15587,joy
15588,neutral
15589,joy
15590,neutral
15591,joy
15592,joy
15593,joy
15594,joy
15595,joy
15596,joy
15597,sadness
15598,neutral
15599,sadness
15600,joy
15601,joy
15602,joy
15603,joy
15604,joy
15605,joy
15606,joy
15607,joy
15608,joy
15609,joy
15610,neutral
15611,sadness
15612,joy
15613,joy
15614,joy
15615,neutral
15616,neutral
15617,joy
15618,joy
15619,joy
15620,joy
15621,joy
15622,joy
15623,neutral
15624,joy
15625,joy
15626,joy
15627,joy
15628,joy
15629,sadness
15630,joy
15631,joy
15632,joy
15633,joy
15634,joy
15635,joy
15636,joy
15637,joy
15638,joy
15639,joy
15640,anger
15641,joy
15642,joy
15643,joy
15644,joy
15645,joy
15646,joy
15647,joy
15648,joy
15649,neutral
15650,sadness
15651,joy
15652,joy
15653,disgust
15654,joy
15655,joy
15656,joy
15657,joy
15658,joy
15659,joy
15660,joy
15661,joy
15662,joy
15663,joy
15664,joy
15665,joy
15666,joy
15667,joy
15668,joy
15669,anger
15670,joy
15671,neutral
15672,joy
15673,joy
15674,joy
15675,neutral
15676,joy
15677,neutral
15678,neutral
15679,joy
15680,neutral
15681,joy
15682,joy
15683,joy
15684,neutral
15685,joy
15686,joy
15687,joy
15688,neutral
15689,joy
15690,joy
15691,neutral
15692,joy
15693,neutral
15694,neutral
15695,neutral
15696,joy
15697,joy
15698,joy
15699,joy
15700,joy
15701,joy
15702,joy
15703,joy
15704,joy
15705,joy
15706,joy
15707,joy
15708,joy
15709,joy
15710,anger
15711,joy
15712,disgust
15713,joy
15714,joy
15715,sadness
15716,neutral
15717,joy
15718,joy
15719,joy
15720,joy
15721,joy
15722,joy
15723,neutral
15724,joy
15725,joy
15726,joy
15727,neutral
15728,joy
15729,joy
15730,joy
15731,joy
15732,joy
15733,joy
15734,joy
15735,joy
15736,neutral
15737,neutral
15738,joy
15739,joy
15740,joy
15741,joy
15742,joy
15743,joy
15744,joy
15745,joy
15746,neutral
15747,joy
15748,joy
15749,joy
15750,joy
15751,joy
15752,joy
15753,joy
15754,joy
15755,joy
15756,joy
15757,joy
15758,neutral
15759,joy
15760,joy
15761,joy
15762,joy
15763,joy
15764,neutral
15765,joy
15766,joy
15767,joy
15768,sadness
15769,joy
15770,joy
15771,joy
15772,neutral
15773,joy
15774,joy
15775,joy
15776,disgust
15777,joy
15778,joy
15779,neutral
15780,sadness
15781,neutral
15782,neutral
15783,joy
15784,joy
15785,neutral
15786,joy
15787,joy
15788,joy
15789,joy
15790,joy
15791,neutral
15792,joy
15793,joy
15794,joy
15795,joy
15796,joy
15797,joy
15798,joy
15799,neutral
15800,neutral
15801,joy
15802,joy
15803,neutral
15804,joy
15805,joy
15806,joy
15807,disgust
15808,joy
15809,joy
15810,joy
15811,joy
15812,joy
15813,joy
15814,joy
15815,joy
15816,joy
15817,joy
15818,joy
15819,disgust
15820,joy
15821,joy
15822,joy
15823,joy
15824,joy
15825,joy
15826,joy
15827,joy
15828,joy
15829,joy
15830,neutral
15831,joy
15832,joy
15833,joy
15834,joy
15835,neutral
15836,joy
15837,joy
15838,joy
15839,joy
15840,joy
15841,joy
15842,joy
15843,neutral
15844,joy
15845,joy
15846,joy
15847,joy
15848,joy
15849,joy
15850,joy
15851,joy
15852,joy
15853,neutral
15854,joy
15855,disgust
15856,joy
15857,joy
15858,anger
15859,joy
15860,joy
15861,joy
15862,joy
15863,joy
15864,joy
15865,joy
15866,joy
15867,joy
15868,joy
15869,sadness
15870,joy
15871,joy
15872,joy
15873,neutral
15874,joy
15875,joy
15876,joy
15877,joy
15878,joy
15879,joy
15880,joy
15881,joy
15882,neutral
15883,joy
15884,joy
15885,sadness
15886,joy
15887,joy
15888,joy
15889,joy
15890,joy
15891,joy
15892,joy
15893,joy
15894,neutral
15895,joy
15896,joy
15897,neutral
15898,joy
15899,joy
15900,joy
15901,joy
15902,joy
15903,neutral
15904,sadness
15905,joy
15906,joy
15907,joy
15908,joy
15909,joy
15910,joy
15911,joy
15912,joy
15913,joy
15914,sadness
15915,joy
15916,joy
15917,joy
15918,joy
15919,neutral
15920,joy
15921,joy
15922,joy
15923,joy
15924,joy
15925,joy
15926,joy
15927,joy
15928,joy
15929,joy
15930,joy
15931,neutral
15932,joy
15933,joy
15934,joy
15935,joy
15936,joy
15937,joy
15938,joy
15939,sadness
15940,joy
15941,joy
15942,joy
15943,neutral
15944,joy
15945,neutral
15946,joy
15947,joy
15948,joy
15949,joy
15950,joy
15951,joy
15952,joy
15953,joy
15954,fear
15955,joy
15956,joy
15957,joy
15958,joy
15959,joy
15960,fear
15961,joy
15962,neutral
15963,joy
15964,joy
15965,joy
15966,joy
15967,neutral
15968,joy
15969,joy
15970,joy
15971,joy
15972,joy
15973,joy
15974,joy
15975,joy
15976,joy
15977,joy
15978,joy
15979,joy
15980,joy
15981,joy
15982,joy
15983,joy
15984,joy
15985,joy
15986,joy
15987,joy
15988,joy
15989,joy
15990,joy
15991,sadness
15992,joy
15993,joy
15994,joy
15995,joy
15996,sadness
15997,joy
15998,joy
15999,neutral
16000,joy
16001,joy
16002,joy
16003,neutral
16004,joy
16005,joy
16006,disgust
16007,joy
16008,joy
16009,joy
16010,joy
16011,joy
16012,joy
16013,joy
16014,joy
16015,neutral
16016,joy
16017,joy
16018,fear
16019,neutral
16020,joy
16021,joy
16022,joy
16023,joy
16024,sadness
16025,anger
16026,joy
16027,joy
16028,joy
16029,joy
16030,disgust
16031,disgust
16032,joy
16033,sadness
16034,neutral
16035,joy
16036,joy
16037,joy
16038,joy
16039,joy
16040,joy
16041,joy
16042,joy
16043,joy
16044,joy
16045,joy
16046,joy
16047,joy
16048,joy
16049,neutral
16050,joy
16051,joy
16052,joy
16053,joy
16054,joy
16055,joy
16056,joy
16057,joy
16058,joy
16059,joy
16060,joy
16061,neutral
16062,joy
16063,joy
16064,neutral
16065,joy
16066,joy
16067,joy
16068,neutral
16069,neutral
16070,joy
16071,sadness
16072,joy
16073,joy
16074,joy
16075,joy
16076,joy
16077,joy
16078,joy
16079,joy
16080,neutral
16081,joy
16082,joy
16083,joy
16084,joy
16085,sadness
16086,neutral
16087,joy
16088,joy
16089,joy
16090,joy
16091,joy
16092,joy
16093,joy
16094,joy
16095,joy
16096,joy
16097,joy
16098,joy
16099,joy
16100,disgust
16101,joy
16102,joy
16103,joy
16104,joy
16105,joy
16106,joy
16107,joy
16108,joy
16109,joy
16110,joy
16111,joy
16112,joy
16113,joy
16114,joy
16115,joy
16116,joy
16117,joy
16118,joy
16119,joy
16120,joy
16121,neutral
16122,joy
16123,joy
16124,joy
16125,joy
16126,anger
16127,joy
16128,sadness
16129,joy
16130,joy
16131,neutral
16132,joy
16133,joy
16134,joy
16135,joy
16136,joy
16137,joy
16138,neutral
16139,joy
16140,joy
16141,disgust
16142,joy
16143,joy
16144,joy
16145,joy
16146,joy
16147,joy
16148,neutral
16149,joy
16150,joy
16151,joy
16152,joy
16153,neutral
16154,joy
16155,joy
16156,joy
16157,joy
16158,joy
16159,joy
16160,neutral
16161,neutral
16162,joy
16163,joy
16164,neutral
16165,sadness
16166,joy
16167,joy
16168,neutral
16169,joy
16170,neutral
16171,joy
16172,joy
16173,joy
16174,joy
16175,joy
16176,joy
16177,joy
16178,joy
16179,neutral
16180,joy
16181,joy
16182,joy
16183,sadness
16184,joy
16185,joy
16186,joy
16187,neutral
16188,joy
16189,joy
16190,joy
16191,neutral
16192,joy
16193,joy
16194,sadness
16195,neutral
16196,neutral
16197,joy
16198,joy
16199,neutral
16200,joy
16201,joy
16202,neutral
16203,joy
16204,joy
16205,joy
16206,joy
16207,joy
16208,fear
16209,joy
16210,joy
16211,joy
16212,sadness
16213,neutral
16214,sadness
16215,joy
16216,joy
16217,joy
16218,joy
16219,joy
16220,joy
16221,joy
16222,neutral
16223,joy
16224,sadness
16225,joy
16226,neutral
16227,joy
16228,sadness
16229,joy
16230,joy
16231,neutral
16232,joy
16233,joy
16234,joy
16235,joy
16236,neutral
16237,neutral
16238,joy
16239,joy
16240,joy
16241,neutral
16242,joy
16243,joy
16244,disgust
16245,joy
16246,joy
16247,anger
16248,joy
16249,joy
16250,joy
16251,sadness
16252,joy
16253,joy
16254,joy
16255,joy
16256,joy
16257,joy
16258,neutral
16259,neutral
16260,joy
16261,neutral
16262,neutral
16263,joy
16264,joy
16265,joy
16266,joy
16267,joy
16268,joy
16269,joy
16270,joy
16271,joy
16272,joy
16273,joy
16274,neutral
16275,joy
16276,joy
16277,joy
16278,neutral
16279,disgust
16280,joy
16281,neutral
16282,sadness
16283,joy
16284,joy
16285,joy
16286,neutral
16287,joy
16288,joy
16289,neutral
16290,joy
16291,joy
16292,joy
16293,neutral
16294,joy
16295,joy
16296,joy
16297,joy
16298,joy
16299,neutral
16300,joy
16301,neutral
16302,joy
16303,joy
16304,joy
16305,joy
16306,joy
16307,joy
16308,joy
16309,joy
16310,joy
16311,joy
16312,joy
16313,joy
16314,joy
16315,joy
16316,joy
16317,joy
16318,joy
16319,joy
16320,joy
16321,joy
16322,joy
16323,neutral
16324,joy
16325,joy
16326,neutral
16327,joy
16328,joy
16329,sadness
16330,joy
16331,joy
16332,joy
16333,joy
16334,sadness
16335,joy
16336,joy
16337,joy
16338,joy
16339,joy
16340,joy
16341,joy
16342,joy
16343,joy
16344,joy
16345,joy
16346,joy
16347,joy
16348,joy
16349,joy
16350,joy
16351,joy
16352,joy
16353,joy
16354,joy
16355,joy
16356,sadness
16357,joy
16358,neutral
16359,joy
16360,joy
16361,joy
16362,neutral
16363,joy
16364,joy
16365,joy
16366,joy
16367,joy
16368,joy
16369,neutral
16370,neutral
16371,joy
16372,joy
16373,neutral
16374,neutral
16375,sadness
16376,joy
16377,joy
16378,joy
16379,joy
16380,joy
16381,joy
16382,sadness
16383,joy
16384,joy
16385,joy
16386,joy
16387,joy
16388,joy
16389,joy
16390,anger
16391,joy
16392,joy
16393,joy
16394,joy
16395,neutral
16396,joy
16397,joy
16398,joy
16399,joy
16400,joy
16401,joy
16402,joy
16403,joy
16404,joy
16405,joy
16406,joy
16407,joy
16408,joy
16409,joy
16410,joy
16411,neutral
16412,sadness
16413,joy
16414,joy
16415,joy
16416,disgust
16417,joy
16418,joy
16419,neutral
16420,joy
16421,joy
16422,joy
16423,joy
16424,joy
16425,joy
16426,joy
16427,joy
16428,joy
16429,joy
16430,joy
16431,joy
16432,joy
16433,joy
16434,joy
16435,sadness
16436,joy
16437,joy
16438,neutral
16439,joy
16440,joy
16441,joy
16442,disgust
16443,joy
16444,joy
16445,joy
16446,neutral
16447,joy
16448,neutral
16449,joy
16450,joy
16451,joy
16452,joy
16453,joy
16454,joy
16455,neutral
16456,joy
16457,joy
16458,joy
16459,joy
16460,joy
16461,joy
16462,joy
16463,sadness
16464,neutral
16465,neutral
16466,neutral
16467,neutral
16468,joy
16469,joy
16470,joy
16471,neutral
16472,joy
16473,joy
16474,joy
16475,joy
16476,joy
16477,joy
16478,joy
16479,joy
16480,neutral
16481,joy
16482,neutral
16483,disgust
16484,joy
16485,joy
16486,joy
16487,joy
16488,joy
16489,joy
16490,joy
16491,neutral
16492,neutral
16493,sadness
16494,joy
16495,neutral
16496,joy
16497,sadness
16498,joy
16499,neutral
16500,disgust
16501,joy
16502,neutral
16503,neutral
16504,joy
16505,joy
16506,anger
16507,neutral
16508,joy
16509,neutral
16510,joy
16511,joy
16512,joy
16513,joy
16514,joy
16515,joy
16516,joy
16517,joy
16518,joy
16519,joy
16520,joy
16521,joy
16522,joy
16523,joy
16524,joy
16525,joy
16526,joy
16527,joy
16528,joy
16529,joy
16530,joy
16531,joy
16532,joy
16533,joy
16534,joy
16535,joy
16536,joy
16537,joy
16538,joy
16539,joy
16540,joy
16541,disgust
16542,joy
16543,joy
16544,joy
16545,joy
16546,joy
16547,joy
16548,sadness
16549,joy
16550,joy
16551,joy
16552,joy
16553,joy
16554,joy
16555,joy
16556,joy
16557,joy
16558,joy
16559,joy
16560,neutral
16561,joy
16562,neutral
16563,joy
16564,joy
16565,joy
16566,joy
16567,joy
16568,joy
16569,joy
16570,joy
16571,joy
16572,joy
16573,joy
16574,sadness
16575,joy
16576,joy
16577,neutral
16578,neutral
16579,joy
16580,joy
16581,joy
16582,joy
16583,fear
16584,joy
16585,joy
16586,joy
16587,joy
16588,joy
16589,joy
16590,joy
16591,joy
16592,joy
16593,joy
16594,joy
16595,joy
16596,neutral
16597,joy
16598,joy
16599,sadness
16600,joy
16601,joy
16602,joy
16603,joy
16604,joy
16605,neutral
16606,joy
16607,neutral
16608,joy
16609,joy
16610,sadness
16611,joy
16612,joy
16613,joy
16614,joy
16615,joy
16616,joy
16617,joy
16618,sadness
16619,joy
16620,joy
16621,neutral
16622,joy
16623,neutral
16624,joy
16625,joy
16626,joy
16627,joy
16628,joy
16629,joy
16630,joy
16631,joy
16632,joy
16633,joy
16634,joy
16635,neutral
16636,joy
16637,neutral
16638,joy
16639,joy
16640,joy
16641,joy
16642,joy
16643,sadness
16644,joy
16645,joy
16646,joy
16647,neutral
16648,neutral
16649,neutral
16650,joy
16651,joy
16652,joy
16653,neutral
16654,joy
16655,joy
16656,joy
16657,anger
16658,joy
16659,joy
16660,joy
16661,sadness
16662,joy
16663,joy
16664,joy
16665,joy
16666,joy
16667,sadness
16668,joy
16669,joy
16670,joy
16671,joy
16672,joy
16673,joy
16674,joy
16675,joy
16676,neutral
16677,joy
16678,joy
16679,joy
16680,joy
16681,joy
16682,neutral
16683,disgust
16684,joy
16685,joy
16686,joy
16687,sadness
16688,sadness
16689,joy
16690,joy
16691,joy
16692,joy
16693,joy
16694,neutral
16695,joy
16696,joy
16697,neutral
16698,joy
16699,joy
16700,joy
16701,joy
16702,joy
16703,joy
16704,joy
16705,disgust
16706,joy
16707,sadness
16708,joy
16709,joy
16710,joy
16711,joy
16712,neutral
16713,joy
16714,joy
16715,joy
16716,joy
16717,joy
16718,joy
16719,joy
16720,joy
16721,neutral
16722,joy
16723,disgust
16724,joy
16725,joy
16726,joy
16727,joy
16728,neutral
16729,joy
16730,joy
16731,joy
16732,joy
16733,joy
16734,joy
16735,joy
16736,joy
16737,neutral
16738,joy
16739,joy
16740,joy
16741,neutral
16742,disgust
16743,joy
16744,joy
16745,joy
16746,joy
16747,joy
16748,joy
16749,joy
16750,joy
16751,sadness
16752,neutral
16753,joy
16754,joy
16755,joy
16756,joy
16757,joy
16758,joy
16759,joy
16760,joy
16761,joy
16762,neutral
16763,joy
16764,joy
16765,neutral
16766,joy
16767,joy
16768,joy
16769,joy
16770,joy
16771,joy
16772,joy
16773,joy
16774,neutral
16775,joy
16776,joy
16777,joy
16778,joy
16779,joy
16780,joy
16781,neutral
16782,neutral
16783,sadness
16784,joy
16785,joy
16786,joy
16787,neutral
16788,joy
16789,joy
16790,joy
16791,joy
16792,joy
16793,joy
16794,joy
16795,joy
16796,joy
16797,joy
16798,joy
16799,neutral
16800,joy
16801,joy
16802,neutral
16803,joy
16804,sadness
16805,joy
16806,joy
16807,joy
16808,joy
16809,joy
16810,joy
16811,neutral
16812,joy
16813,sadness
16814,joy
16815,neutral
16816,joy
16817,neutral
16818,joy
16819,joy
16820,joy
16821,joy
16822,joy
16823,neutral
16824,joy
16825,anger
16826,neutral
16827,joy
16828,joy
16829,joy
16830,joy
16831,joy
16832,joy
16833,joy
16834,joy
16835,joy
16836,neutral
16837,joy
16838,joy
16839,disgust
16840,fear
16841,joy
16842,joy
16843,neutral
16844,neutral
16845,joy
16846,neutral
16847,joy
16848,sadness
16849,joy
16850,joy
16851,joy
16852,joy
16853,neutral
16854,joy
16855,joy
16856,joy
16857,neutral
16858,neutral
16859,joy
16860,joy
16861,joy
16862,neutral
16863,joy
16864,joy
16865,joy
16866,neutral
16867,joy
16868,joy
16869,joy
16870,sadness
16871,joy
16872,joy
16873,joy
16874,joy
16875,joy
16876,joy
16877,joy
16878,joy
16879,neutral
16880,joy
16881,joy
16882,joy
16883,joy
16884,joy
16885,joy
16886,joy
16887,joy
16888,neutral
16889,joy
16890,joy
16891,neutral
16892,neutral
16893,joy
16894,joy
16895,joy
16896,joy
16897,joy
16898,joy
16899,joy
16900,joy
16901,joy
16902,joy
16903,joy
16904,joy
16905,joy
16906,joy
16907,joy
16908,joy
16909,neutral
16910,joy
16911,joy
16912,neutral
16913,joy
16914,joy
16915,joy
16916,joy
16917,joy
16918,joy
16919,anger
16920,joy
16921,joy
16922,neutral
16923,joy
16924,joy
16925,joy
16926,joy
16927,anger
16928,sadness
16929,joy
16930,joy
16931,neutral
16932,joy
16933,joy
16934,joy
16935,joy
16936,joy
16937,joy
16938,joy
16939,neutral
16940,joy
16941,joy
16942,joy
16943,joy
16944,neutral
16945,joy
16946,joy
16947,joy
16948,joy
16949,neutral
16950,joy
16951,joy
16952,joy
16953,joy
16954,joy
16955,joy
16956,neutral
16957,neutral
16958,sadness
16959,joy
16960,joy
16961,neutral
16962,joy
16963,joy
16964,joy
16965,joy
16966,joy
16967,joy
16968,joy
16969,neutral
16970,joy
16971,joy
16972,joy
16973,joy
16974,joy
16975,joy
16976,joy
16977,joy
16978,joy
16979,joy
16980,joy
16981,neutral
16982,joy
16983,joy
16984,joy
16985,joy
16986,neutral
16987,joy
16988,neutral
16989,neutral
16990,joy
16991,joy
16992,joy
16993,joy
16994,joy
16995,joy
16996,neutral
16997,neutral
16998,joy
16999,neutral
17000,neutral
17001,joy
17002,joy
17003,sadness
17004,joy
17005,joy
17006,joy
17007,joy
17008,joy
17009,joy
17010,neutral
17011,joy
17012,joy
17013,joy
17014,joy
17015,joy
17016,joy
17017,neutral
17018,sadness
17019,sadness
17020,neutral
17021,joy
17022,neutral
17023,sadness
17024,joy
17025,joy
17026,joy
17027,joy
17028,joy
17029,neutral
17030,neutral
17031,joy
17032,joy
17033,neutral
17034,neutral
17035,joy
17036,joy
17037,joy
17038,joy
17039,joy
17040,joy
17041,neutral
17042,joy
17043,neutral
17044,joy
17045,joy
17046,joy
17047,neutral
17048,neutral
17049,neutral
17050,joy
17051,joy
17052,joy
17053,sadness
17054,joy
17055,sadness
17056,joy
17057,neutral
17058,joy
17059,joy
17060,joy
17061,neutral
17062,joy
17063,joy
17064,joy
17065,joy
17066,neutral
17067,joy
17068,neutral
17069,joy
17070,neutral
17071,joy
17072,joy
17073,joy
17074,joy
17075,joy
17076,sadness
17077,neutral
17078,joy
17079,joy
17080,neutral
17081,joy
17082,joy
17083,joy
17084,neutral
17085,joy
17086,joy
17087,joy
17088,neutral
17089,joy
17090,disgust
17091,neutral
17092,joy
17093,joy
17094,fear
17095,joy
17096,joy
17097,joy
17098,joy
17099,joy
17100,anger
17101,joy
17102,joy
17103,joy
17104,joy
17105,joy
17106,joy
17107,joy
17108,joy
17109,joy
17110,joy
17111,joy
17112,anger
17113,joy
17114,joy
17115,joy
17116,neutral
17117,joy
17118,joy
17119,neutral
17120,joy
17121,joy
17122,neutral
17123,joy
17124,joy
17125,joy
17126,joy
17127,joy
17128,joy
17129,joy
17130,joy
17131,joy
17132,joy
17133,joy
17134,joy
17135,joy
17136,joy
17137,neutral
17138,neutral
17139,neutral
17140,joy
17141,joy
17142,joy
17143,joy
17144,joy
17145,joy
17146,sadness
17147,joy
17148,joy
17149,joy
17150,joy
17151,joy
17152,neutral
17153,joy
17154,joy
17155,joy
17156,joy
17157,joy
17158,joy
17159,joy
17160,joy
17161,joy
17162,joy
17163,joy
17164,neutral
17165,joy
17166,neutral
17167,joy
17168,neutral
17169,neutral
17170,joy
17171,neutral
17172,joy
17173,neutral
17174,joy
17175,neutral
17176,neutral
17177,joy
17178,joy
17179,neutral
17180,neutral
17181,joy
17182,joy
17183,joy
17184,joy
17185,sadness
17186,joy
17187,joy
17188,joy
17189,sadness
17190,joy
17191,joy
17192,joy
17193,joy
17194,joy
17195,joy
17196,neutral
17197,neutral
17198,joy
17199,joy
17200,neutral
17201,joy
17202,neutral
17203,joy
17204,joy
17205,sadness
17206,joy
17207,neutral
17208,joy
17209,neutral
17210,joy
17211,joy
17212,joy
17213,joy
17214,neutral
17215,neutral
17216,joy
17217,joy
17218,sadness
17219,neutral
17220,joy
17221,joy
17222,joy
17223,joy
17224,joy
17225,joy
17226,joy
17227,joy
17228,joy
17229,joy
17230,joy
17231,joy
17232,joy
17233,joy
17234,joy
17235,sadness
17236,neutral
17237,sadness
17238,joy
17239,joy
17240,sadness
17241,joy
17242,joy
17243,neutral
17244,joy
17245,joy
17246,joy
17247,neutral
17248,joy
17249,joy
17250,joy
17251,neutral
17252,joy
17253,neutral
17254,neutral
17255,joy
17256,joy
17257,joy
17258,neutral
17259,joy
17260,joy
17261,joy
17262,joy
17263,joy
17264,joy
17265,joy
17266,joy
17267,joy
17268,neutral
17269,joy
17270,neutral
17271,joy
17272,joy
17273,disgust
17274,joy
17275,neutral
17276,joy
17277,joy
17278,joy
17279,joy
17280,neutral
17281,joy
17282,neutral
17283,joy
17284,joy
17285,joy
17286,joy
17287,neutral
17288,joy
17289,joy
17290,neutral
17291,joy
17292,neutral
17293,joy
17294,neutral
17295,joy
17296,joy
17297,joy
17298,neutral
17299,neutral
17300,joy
17301,neutral
17302,anger
17303,neutral
17304,sadness
17305,joy
17306,joy
17307,joy
17308,joy
17309,joy
17310,neutral
17311,joy
17312,joy
17313,joy
17314,joy
17315,neutral
17316,joy
17317,neutral
17318,joy
17319,joy
17320,joy
17321,joy
17322,joy
17323,fear
17324,neutral
17325,neutral
17326,joy
17327,joy
17328,joy
17329,joy
17330,neutral
17331,joy
17332,joy
17333,joy
17334,joy
17335,neutral
17336,neutral
17337,joy
17338,joy
17339,neutral
17340,neutral
17341,joy
17342,joy
17343,sadness
17344,joy
17345,joy
17346,neutral
17347,joy
17348,joy
17349,joy
17350,joy
17351,joy
17352,joy
17353,joy
17354,joy
17355,joy
17356,joy
17357,sadness
17358,joy
17359,neutral
17360,joy
17361,joy
17362,joy
17363,joy
17364,joy
17365,joy
17366,sadness
17367,joy
17368,joy
17369,disgust
17370,neutral
17371,joy
17372,anger
17373,joy
17374,neutral
17375,joy
17376,neutral
17377,neutral
17378,joy
17379,sadness
17380,joy
17381,joy
17382,neutral
17383,joy
17384,joy
17385,joy
17386,joy
17387,joy
17388,joy
17389,joy
17390,joy
17391,joy
17392,joy
17393,joy
17394,joy
17395,neutral
17396,joy
17397,anger
17398,joy
17399,joy
17400,joy
17401,joy
17402,joy
17403,joy
17404,joy
17405,joy
17406,joy
17407,neutral
17408,joy
17409,neutral
17410,joy
17411,joy
17412,neutral
17413,neutral
17414,joy
17415,neutral
17416,joy
17417,joy
17418,neutral
17419,joy
17420,joy
17421,joy
17422,joy
17423,neutral
17424,joy
17425,joy
17426,joy
17427,joy
17428,joy
17429,sadness
17430,joy
17431,neutral
17432,joy
17433,joy
17434,neutral
17435,joy
17436,joy
17437,joy
17438,joy
17439,disgust
17440,joy
17441,joy
17442,neutral
17443,joy
17444,neutral
17445,joy
17446,neutral
17447,neutral
17448,joy
17449,neutral
17450,joy
17451,joy
17452,neutral
17453,neutral
17454,joy
17455,joy
17456,joy
17457,sadness
17458,neutral
17459,neutral
17460,sadness
17461,joy
17462,joy
17463,joy
17464,joy
17465,joy
17466,joy
17467,joy
17468,joy
17469,joy
17470,joy
17471,joy
17472,joy
17473,joy
17474,joy
17475,joy
17476,joy
17477,joy
17478,disgust
17479,joy
17480,sadness
17481,neutral
17482,neutral
17483,joy
17484,neutral
17485,joy
17486,neutral
17487,joy
17488,neutral
17489,joy
17490,neutral
17491,joy
17492,neutral
17493,neutral
17494,joy
17495,neutral
17496,joy
17497,joy
17498,neutral
17499,joy
17500,sadness
17501,joy
17502,joy
17503,joy
17504,joy
17505,neutral
17506,joy
17507,joy
17508,joy
17509,joy
17510,joy
17511,disgust
17512,joy
17513,neutral
17514,neutral
17515,joy
17516,neutral
17517,neutral
17518,joy
17519,neutral
17520,joy
17521,joy
17522,joy
17523,joy
17524,neutral
17525,anger
17526,neutral
17527,disgust
17528,joy
17529,neutral
17530,joy
17531,joy
17532,joy
17533,sadness
17534,neutral
17535,neutral
17536,joy
17537,joy
17538,neutral
17539,sadness
17540,joy
17541,joy
17542,joy
17543,joy
17544,joy
17545,neutral
17546,neutral
17547,joy
17548,neutral
17549,joy
17550,neutral
17551,joy
17552,joy
17553,joy
17554,joy
17555,joy
17556,neutral
17557,joy
17558,joy
17559,joy
17560,joy
17561,joy
17562,joy
17563,joy
17564,joy
17565,joy
17566,neutral
17567,joy
17568,neutral
17569,joy
17570,joy
17571,sadness
17572,joy
17573,joy
17574,sadness
17575,joy
17576,disgust
17577,joy
17578,joy
17579,joy
17580,neutral
17581,joy
17582,joy
17583,neutral
17584,joy
17585,joy
17586,joy
17587,sadness
17588,joy
17589,neutral
17590,neutral
17591,joy
17592,joy
17593,joy
17594,joy
17595,joy
17596,neutral
17597,joy
17598,joy
17599,joy
17600,joy
17601,joy
17602,joy
17603,neutral
17604,joy
17605,joy
17606,neutral
17607,joy
17608,joy
17609,neutral
17610,joy
17611,joy
17612,joy
17613,disgust
17614,joy
17615,joy
17616,joy
17617,joy
17618,neutral
17619,joy
17620,neutral
17621,joy
17622,neutral
17623,neutral
17624,joy
17625,joy
17626,sadness
17627,neutral
17628,joy
17629,neutral
17630,neutral
17631,joy
17632,joy
17633,joy
17634,joy
17635,neutral
17636,joy
17637,joy
17638,joy
17639,joy
17640,neutral
17641,joy
17642,joy
17643,joy
17644,joy
17645,joy
17646,joy
17647,sadness
17648,joy
17649,joy
17650,joy
17651,joy
17652,joy
17653,joy
17654,joy
17655,joy
17656,joy
17657,joy
17658,anger
17659,anger
17660,joy
17661,disgust
17662,neutral
17663,joy
17664,joy
17665,joy
17666,joy
17667,joy
17668,neutral
17669,neutral
17670,joy
17671,joy
17672,neutral
17673,neutral
17674,sadness
17675,joy
17676,joy
17677,joy
17678,joy
17679,joy
17680,joy
17681,joy
17682,joy
17683,joy
17684,joy
17685,joy
17686,joy
17687,sadness
17688,joy
17689,joy
17690,joy
